"ID","Group","Subject","Initials","Item number","Stimulus filename","Stimulus gender","Condition","Participant response","Reaction time","Accuracy","Response - Auditory","Response - Visual","Response - Fused","Response descriptor"
"D,5,EM","D","5","EM","91","mik_Dd_4dB.avi","Male","AV_C","4","2290.80",1,1,1,-1,"Correct"
"D,5,EM","D","5","EM","80","lor_Dv_4dB.avi","Female","VO","4","3114.73",1,-1,1,0,"Correct"
"D,5,EM","D","5","EM","95","mik_Gg_4dB.avi","Male","AV_C","4","-2535.01",0,0,0,-1,"Incorrect"
"D,5,EM","D","5","EM","86","mik_Bb_4dB.avi","Male","AV_C","2","2475.21",1,1,1,-1,"Correct"
"D,5,EM","D","5","EM","85","mik_Ba_4dB.avi","Male","AO","2","2410.83",1,1,-1,-1,"Correct"
"D,5,EM","D","5","EM","79","lor_Dd_4dB.avi","Female","AV_C","7","-2628.78",0,0,0,-1,"Incorrect"
"D,5,EM","D","5","EM","87","mik_Bg_4dB.avi","Male","AV_M","7","-2600.70",0,-2,-2,-2,"Ella to fill"
"D,5,EM","D","5","EM","84","lor_Gv_4dB.avi","Female","VO","7","3018.62",1,-1,1,0,"Correct"
"D,5,EM","D","5","EM","89","mik_Da_4dB.avi","Male","AO","4","2908.21",1,1,-1,-1,"Correct"
"D,5,EM","D","5","EM","73","lor_Ba_4dB.avi","Female","AO","2","2529.84",1,1,-1,-1,"Correct"
"D,5,EM","D","5","EM","92","mik_Dv_4dB.avi","Male","VO","4","3630.10",1,-1,1,0,"Correct"
"D,5,EM","D","5","EM","88","mik_Bv_4dB.avi","Male","VO","2","2213.59",1,-1,1,0,"Correct"
"D,5,EM","D","5","EM","77","lor_Da_4dB.avi","Female","AO","7","-3059.59",0,0,-1,-1,"Incorrect"
"D,5,EM","D","5","EM","81","lor_Ga_4dB.avi","Female","AO","7","2517.55",1,1,-1,-1,"Correct"
"D,5,EM","D","5","EM","76","lor_Bv_4dB.avi","Female","VO","2","2395.52",1,-1,1,0,"Correct"
"D,5,EM","D","5","EM","83","lor_Gg_4dB.avi","Female","AV_C","7","2277.47",1,1,1,-1,"Correct"
"D,5,EM","D","5","EM","82","lor_Gb_4dB.avi","Female","AV_M","7","-2740.11",0,-2,-2,-2,"Ella to fill"
"D,5,EM","D","5","EM","94","mik_Gb_4dB.avi","Male","AV_M","7","-2394.74",0,-2,-2,-2,"Ella to fill"
"D,5,EM","D","5","EM","75","lor_Bg_4dB.avi","Female","AV_M","7","-2660.04",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","7","lor_Dd.avi","Female","AV_C","4","3338.60",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","22","mik_Gb.avi","Male","AV_M","7","-2751.15",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","9","lor_Ga.avi","Female","AO","7","2079.79",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","2","lor_Bb.avi","Female","AV_C","2","2457.79",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","5","lor_Da.avi","Female","AO","4","2533.38",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","13","mik_Ba.avi","Male","AO","2","3271.01",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","18","mik_Db.avi","Male","AV_M","4","-3507.27",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","20","mik_Dv.avi","Male","VO","2","-3456.81",0,-1,0,1,"Incorrect"
"D,6,PH","D","6","PH","11","lor_Gg.avi","Female","AV_C","7","1918.71",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","17","mik_Da.avi","Male","AO","4","3298.61",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","15","mik_Bg.avi","Male","AV_M","2","-2996.21",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","19","mik_Dd.avi","Male","AV_C","4","2704.79",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","21","mik_Ga.avi","Male","AO","7","2252.67",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","12","lor_Gv.avi","Female","VO","7","3052.22",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","1","lor_Ba.avi","Female","AO","2","2181.17",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","3","lor_Bg.avi","Female","AV_M","2","-2940.47",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","23","mik_Gg.avi","Male","AV_C","7","2055.43",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","10","lor_Gb.avi","Female","AV_M","7","-2278.35",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","24","mik_Gv.avi","Male","VO","4","-2850.23",0,-1,0,1,"Incorrect"
"D,6,PH","D","6","PH","4","lor_Bv.avi","Female","VO","2","2084.83",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","16","mik_Bv.avi","Male","VO","2","2027.29",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","14","mik_Bb.avi","Male","AV_C","2","2795.71",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","8","lor_Dv.avi","Female","VO","4","4408.69",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","6","lor_Db.avi","Female","AV_M","4","-2776.13",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","42","mik_Db.avi","Male","AV_M","4","-2769.90",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","39","mik_Bg.avi","Male","AV_M","2","-2125.51",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","26","lor_Bb.avi","Female","AV_C","2","2633.05",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","40","mik_Bv.avi","Male","VO","2","2244.02",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","32","lor_Dv.avi","Female","VO","4","2015.28",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","37","mik_Ba.avi","Male","AO","2","2802.25",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","45","mik_Ga.avi","Male","AO","7","1928.22",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","47","mik_Gg.avi","Male","AV_C","7","2463.45",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","38","mik_Bb.avi","Male","AV_C","2","2646.00",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","46","mik_Gb.avi","Male","AV_M","7","-1949.54",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","31","lor_Dd.avi","Female","AV_C","4","2564.14",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","25","lor_Ba.avi","Female","AO","2","3093.10",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","27","lor_Bg.avi","Female","AV_M","2","-2476.42",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","35","lor_Gg.avi","Female","AV_C","7","2380.35",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","34","lor_Gb.avi","Female","AV_M","7","-1935.33",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","43","mik_Dd.avi","Male","AV_C","4","3023.94",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","33","lor_Ga.avi","Female","AO","7","2218.89",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","48","mik_Gv.avi","Male","VO","7","2963.82",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","41","mik_Da.avi","Male","AO","4","2561.73",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","28","lor_Bv.avi","Female","VO","2","2092.69",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","36","lor_Gv.avi","Female","VO","7","2308.31",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","29","lor_Da.avi","Female","AO","4","2580.89",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","44","mik_Dv.avi","Male","VO","4","4216.49",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","30","lor_Db.avi","Female","AV_M","4","-2547.42",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","72","mik_Gv_4dB.avi","Male","VO","2","-3190.82",0,-1,0,1,"Incorrect"
"D,6,PH","D","6","PH","49","lor_Ba_4dB.avi","Female","AO","2","3523.71",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","52","lor_Bv_4dB.avi","Female","VO","2","1923.63",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","55","lor_Dd_4dB.avi","Female","AV_C","4","2608.34",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","62","mik_Bb_4dB.avi","Male","AV_C","2","1915.84",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","58","lor_Gb_4dB.avi","Female","AV_M","7","-2119.83",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","64","mik_Bv_4dB.avi","Male","VO","2","3797.43",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","66","mik_Db_4dB.avi","Male","AV_M","4","-2499.17",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","65","mik_Da_4dB.avi","Male","AO","4","2801.13",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","69","mik_Ga_4dB.avi","Male","AO","7","2713.06",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","59","lor_Gg_4dB.avi","Female","AV_C","7","2338.39",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","67","mik_Dd_4dB.avi","Male","AV_C","4","2957.67",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","61","mik_Ba_4dB.avi","Male","AO","2","1820.96",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","56","lor_Dv_4dB.avi","Female","VO","4","2936.22",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","70","mik_Gb_4dB.avi","Male","AV_M","7","-2060.51",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","57","lor_Ga_4dB.avi","Female","AO","7","2268.18",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","51","lor_Bg_4dB.avi","Female","AV_M","4","3096.78",1,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","54","lor_Db_4dB.avi","Female","AV_M","7","-2651.77",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","53","lor_Da_4dB.avi","Female","AO","7","-2342.08",0,0,-1,-1,"Incorrect"
"D,6,PH","D","6","PH","68","mik_Dv_4dB.avi","Male","VO","4","3635.03",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","63","mik_Bg_4dB.avi","Male","AV_M","4","4711.48",1,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","50","lor_Bb_4dB.avi","Female","AV_C","2","2155.02",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","60","lor_Gv_4dB.avi","Female","VO","7","2919.29",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","71","mik_Gg_4dB.avi","Male","AV_C","7","2767.88",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","76","lor_Bv_4dB.avi","Female","VO","2","1931.21",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","74","lor_Bb_4dB.avi","Female","AV_C","2","2039.15",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","73","lor_Ba_4dB.avi","Female","AO","2","2224.87",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","95","mik_Gg_4dB.avi","Male","AV_C","7","1937.16",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","91","mik_Dd_4dB.avi","Male","AV_C","4","2067.70",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","85","mik_Ba_4dB.avi","Male","AO","2","4168.92",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","77","lor_Da_4dB.avi","Female","AO","7","-2350.59",0,0,-1,-1,"Incorrect"
"D,6,PH","D","6","PH","78","lor_Db_4dB.avi","Female","AV_M","7","-2345.25",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","75","lor_Bg_4dB.avi","Female","AV_M","7","-2099.85",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","83","lor_Gg_4dB.avi","Female","AV_C","7","2579.41",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","90","mik_Db_4dB.avi","Male","AV_M","4","-3050.04",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","89","mik_Da_4dB.avi","Male","AO","4","2150.01",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","93","mik_Ga_4dB.avi","Male","AO","4","-3996.61",0,0,-1,-1,"Incorrect"
"D,6,PH","D","6","PH","94","mik_Gb_4dB.avi","Male","AV_M","7","-2342.99",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","86","mik_Bb_4dB.avi","Male","AV_C","2","2457.96",1,1,1,-1,"Correct"
"D,6,PH","D","6","PH","79","lor_Dd_4dB.avi","Female","AV_C","7","-2698.23",0,0,0,-1,"Incorrect"
"D,6,PH","D","6","PH","81","lor_Ga_4dB.avi","Female","AO","7","2623.55",1,1,-1,-1,"Correct"
"D,6,PH","D","6","PH","88","mik_Bv_4dB.avi","Male","VO","2","2912.42",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","82","lor_Gb_4dB.avi","Female","AV_M","7","-2082.68",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","80","lor_Dv_4dB.avi","Female","VO","4","2626.37",1,-1,1,0,"Correct"
"D,6,PH","D","6","PH","87","mik_Bg_4dB.avi","Male","AV_M","7","-3285.00",0,-2,-2,-2,"Ella to fill"
"D,6,PH","D","6","PH","96","mik_Gv_4dB.avi","Male","VO","4","-4031.86",0,-1,0,1,"Incorrect"
"D,6,PH","D","6","PH","92","mik_Dv_4dB.avi","Male","VO","2","-2454.61",0,-1,0,1,"Incorrect"
"D,6,PH","D","6","PH","84","lor_Gv_4dB.avi","Female","VO","7","2503.88",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","13","mik_Ba.avi","Male","AO","2","1891.71",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","20","mik_Dv.avi","Male","VO","4","2162.93",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","19","mik_Dd.avi","Male","AV_C","4","2209.22",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","8","lor_Dv.avi","Female","VO","4","2690.15",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","6","lor_Db.avi","Female","AV_M","4","-2461.77",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","1","lor_Ba.avi","Female","AO","2","1828.09",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","4","lor_Bv.avi","Female","VO","2","1998.09",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","11","lor_Gg.avi","Female","AV_C","7","2286.33",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","12","lor_Gv.avi","Female","VO","4","-3350.91",0,-1,0,1,"Incorrect"
"D,13,MR","D","13","MR","3","lor_Bg.avi","Female","AV_M","2","-1855.48",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","15","mik_Bg.avi","Male","AV_M","2","-1788.44",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","17","mik_Da.avi","Male","AO","4","2114.31",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","9","lor_Ga.avi","Female","AO","7","2797.85",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","24","mik_Gv.avi","Male","VO","4","-2270.81",0,-1,0,1,"Incorrect"
"D,13,MR","D","13","MR","23","mik_Gg.avi","Male","AV_C","7","2195.68",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","18","mik_Db.avi","Male","AV_M","4","-2394.27",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","14","mik_Bb.avi","Male","AV_C","2","2061.89",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","10","lor_Gb.avi","Female","AV_M","7","-2267.12",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","5","lor_Da.avi","Female","AO","4","2456.72",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","22","mik_Gb.avi","Male","AV_M","7","-2168.38",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","16","mik_Bv.avi","Male","VO","2","2196.32",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","7","lor_Dd.avi","Female","AV_C","4","2221.59",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","21","mik_Ga.avi","Male","AO","7","2507.88",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","2","lor_Bb.avi","Female","AV_C","2","1876.15",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","42","mik_Db.avi","Male","AV_M","4","-2259.10",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","48","mik_Gv.avi","Male","VO","7","3051.69",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","29","lor_Da.avi","Female","AO","4","2556.92",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","45","mik_Ga.avi","Male","AO","7","3079.55",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","44","mik_Dv.avi","Male","VO","2","-2895.47",0,-1,0,1,"Incorrect"
"D,13,MR","D","13","MR","31","lor_Dd.avi","Female","AV_C","4","2221.07",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","39","mik_Bg.avi","Male","AV_M","2","-1966.69",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","41","mik_Da.avi","Male","AO","4","2136.61",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","26","lor_Bb.avi","Female","AV_C","2","1912.54",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","46","mik_Gb.avi","Male","AV_M","7","-2370.16",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","30","lor_Db.avi","Female","AV_M","4","-2452.33",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","35","lor_Gg.avi","Female","AV_C","7","2376.69",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","47","mik_Gg.avi","Male","AV_C","7","2504.65",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","27","lor_Bg.avi","Female","AV_M","2","-1989.89",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","36","lor_Gv.avi","Female","VO","7","3096.81",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","34","lor_Gb.avi","Female","AV_M","7","-2100.44",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","25","lor_Ba.avi","Female","AO","2","1836.10",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","33","lor_Ga.avi","Female","AO","7","2214.26",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","43","mik_Dd.avi","Male","AV_C","4","2517.92",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","37","mik_Ba.avi","Male","AO","2","1609.90",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","40","mik_Bv.avi","Male","VO","2","1743.81",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","38","mik_Bb.avi","Male","AV_C","2","2173.42",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","32","lor_Dv.avi","Female","VO","4","2377.20",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","28","lor_Bv.avi","Female","VO","2","1816.26",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","86","mik_Bb_4dB.avi","Male","AV_C","2","1874.10",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","78","lor_Db_4dB.avi","Female","AV_M","4","-2273.08",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","74","lor_Bb_4dB.avi","Female","AV_C","2","1883.47",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","75","lor_Bg_4dB.avi","Female","AV_M","2","-2152.68",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","85","mik_Ba_4dB.avi","Male","AO","2","2046.94",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","87","mik_Bg_4dB.avi","Male","AV_M","2","-1844.92",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","84","lor_Gv_4dB.avi","Female","VO","2","-2497.46",0,-1,0,1,"Incorrect"
"D,13,MR","D","13","MR","79","lor_Dd_4dB.avi","Female","AV_C","4","2346.76",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","91","mik_Dd_4dB.avi","Male","AV_C","4","2355.06",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","95","mik_Gg_4dB.avi","Male","AV_C","4","-2601.67",0,0,0,-1,"Incorrect"
"D,13,MR","D","13","MR","77","lor_Da_4dB.avi","Female","AO","4","2338.22",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","96","mik_Gv_4dB.avi","Male","VO","4","-2485.87",0,-1,0,1,"Incorrect"
"D,13,MR","D","13","MR","88","mik_Bv_4dB.avi","Male","VO","2","1955.56",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","93","mik_Ga_4dB.avi","Male","AO","4","-2513.98",0,0,-1,-1,"Incorrect"
"D,13,MR","D","13","MR","92","mik_Dv_4dB.avi","Male","VO","4","2238.36",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","94","mik_Gb_4dB.avi","Male","AV_M","4","2220.95",1,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","83","lor_Gg_4dB.avi","Female","AV_C","7","2045.26",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","89","mik_Da_4dB.avi","Male","AO","4","2675.23",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","80","lor_Dv_4dB.avi","Female","VO","7","-2099.81",0,-1,0,1,"Incorrect"
"D,13,MR","D","13","MR","73","lor_Ba_4dB.avi","Female","AO","2","2574.80",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","76","lor_Bv_4dB.avi","Female","VO","2","2321.10",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","81","lor_Ga_4dB.avi","Female","AO","7","2674.04",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","82","lor_Gb_4dB.avi","Female","AV_M","7","-2276.00",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","90","mik_Db_4dB.avi","Male","AV_M","4","-2115.64",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","57","lor_Ga_4dB.avi","Female","AO","7","2581.29",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","69","mik_Ga_4dB.avi","Male","AO","7","2396.93",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","63","mik_Bg_4dB.avi","Male","AV_M","2","-2214.21",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","68","mik_Dv_4dB.avi","Male","VO","7","-2631.75",0,-1,0,1,"Incorrect"
"D,13,MR","D","13","MR","58","lor_Gb_4dB.avi","Female","AV_M","7","-2367.43",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","50","lor_Bb_4dB.avi","Female","AV_C","2","2126.74",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","66","mik_Db_4dB.avi","Male","AV_M","4","-2365.02",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","54","lor_Db_4dB.avi","Female","AV_M","4","-2538.00",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","65","mik_Da_4dB.avi","Male","AO","4","2576.63",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","61","mik_Ba_4dB.avi","Male","AO","2","2406.57",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","60","lor_Gv_4dB.avi","Female","VO","2","-4125.51",0,-1,0,1,"Incorrect"
"D,13,MR","D","13","MR","49","lor_Ba_4dB.avi","Female","AO","2","2048.86",1,1,-1,-1,"Correct"
"D,13,MR","D","13","MR","62","mik_Bb_4dB.avi","Male","AV_C","2","1921.16",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","70","mik_Gb_4dB.avi","Male","AV_M","4","2311.80",1,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","64","mik_Bv_4dB.avi","Male","VO","2","1969.72",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","51","lor_Bg_4dB.avi","Female","AV_M","2","-2032.69",0,-2,-2,-2,"Ella to fill"
"D,13,MR","D","13","MR","72","mik_Gv_4dB.avi","Male","VO","7","3518.65",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","59","lor_Gg_4dB.avi","Female","AV_C","7","2247.54",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","67","mik_Dd_4dB.avi","Male","AV_C","4","2137.50",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","56","lor_Dv_4dB.avi","Female","VO","7","-2554.08",0,-1,0,1,"Incorrect"
"D,13,MR","D","13","MR","52","lor_Bv_4dB.avi","Female","VO","2","2417.74",1,-1,1,0,"Correct"
"D,13,MR","D","13","MR","55","lor_Dd_4dB.avi","Female","AV_C","4","2233.35",1,1,1,-1,"Correct"
"D,13,MR","D","13","MR","71","mik_Gg_4dB.avi","Male","AV_C","4","-2233.98",0,0,0,-1,"Incorrect"
"D,13,MR","D","13","MR","53","lor_Da_4dB.avi","Female","AO","4","2190.13",1,1,-1,-1,"Correct"
"C,3,TC","C","3","TC","34","lor_Gb.avi","Female","AV_M","7","-2314.44",0,-2,-2,-2,"Ella to fill"
"C,3,TC","C","3","TC","28","lor_Bv.avi","Female","VO","2","2354.75",1,-1,1,0,"Correct"
"C,3,TC","C","3","TC","32","lor_Dv.avi","Female","VO","4","2705.04",1,-1,1,0,"Correct"
"C,3,TC","C","3","TC","48","mik_Gv.avi","Male","VO","7","2566.65",1,-1,1,0,"Correct"
"C,3,TC","C","3","TC","31","lor_Dd.avi","Female","AV_C","4","2707.58",1,1,1,-1,"Correct"
"C,3,TC","C","3","TC","36","lor_Gv.avi","Female","VO","4","-4350.73",0,-1,0,1,"Incorrect"
"C,3,TC","C","3","TC","27","lor_Bg.avi","Female","AV_M","2","-2590.78",0,-2,-2,-2,"Ella to fill"
"C,3,TC","C","3","TC","37","mik_Ba.avi","Male","AO","2","2488.73",1,1,-1,-1,"Correct"
"C,3,TC","C","3","TC","30","lor_Db.avi","Female","AV_M","4","-2620.96",0,-2,-2,-2,"Ella to fill"
"C,3,TC","C","3","TC","40","mik_Bv.avi","Male","VO","2","2418.63",1,-1,1,0,"Correct"
"C,3,TC","C","3","TC","29","lor_Da.avi","Female","AO","4","2833.53",1,1,-1,-1,"Correct"
"C,3,TC","C","3","TC","39","mik_Bg.avi","Male","AV_M","2","-3318.47",0,-2,-2,-2,"Ella to fill"
"C,3,TC","C","3","TC","47","mik_Gg.avi","Male","AV_C","7","2318.74",1,1,1,-1,"Correct"
"C,3,TC","C","3","TC","35","lor_Gg.avi","Female","AV_C","7","2244.63",1,1,1,-1,"Correct"
"C,3,TC","C","3","TC","41","mik_Da.avi","Male","AO","4","3037.23",1,1,-1,-1,"Correct"
"C,3,TC","C","3","TC","38","mik_Bb.avi","Male","AV_C","2","2774.16",1,1,1,-1,"Correct"
"C,3,TC","C","3","TC","46","mik_Gb.avi","Male","AV_M","7","-2359.42",0,-2,-2,-2,"Ella to fill"
"C,3,TC","C","3","TC","45","mik_Ga.avi","Male","AO","7","2385.41",1,1,-1,-1,"Correct"
"C,3,TC","C","3","TC","44","mik_Dv.avi","Male","VO","4","3387.98",1,-1,1,0,"Correct"
"C,3,TC","C","3","TC","42","mik_Db.avi","Male","AV_M","4","-2832.86",0,-2,-2,-2,"Ella to fill"
"C,3,TC","C","3","TC","26","lor_Bb.avi","Female","AV_C","2","2031.79",1,1,1,-1,"Correct"
